"구분",화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
"개방화장실",대전 I·C 주유소,대전광역시 대덕구 동서대로 1787(송촌동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3554093636,127.4439358,2020-04-17
"개방화장실",(주)도우상사 동양주유소,대전광역시 대덕구 동서대로 1811(송촌동),,N,18,18,0,0,0,0,18,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.357302,127.4450709,2020-04-17
"개방화장실",신로얄웨딩빌딩,대전광역시 대덕구 동서대로 1814(비래동),,N,2,5,0,0,0,0,4,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3570578,127.4460487,2020-04-17
"개방화장실",그린타운상가,"대전광역시 대덕구 동춘당로 151(법동, 그린타운아파트)",,N,2,3,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3659253487,127.4357964322,2020-04-17
"개방화장실",원일빌딩,대전광역시 대덕구 동춘당로 161(법동),,N,1,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3677105777,127.4335837,2020-04-17
"개방화장실",으뜸새마을금고,대전광역시 대덕구 동춘당로 175(법동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3674205538,127.4320336,2020-04-17
"개방화장실",송촌해피존,대전광역시 대덕구 동춘당로114번길 9(송촌동),,N,10,17,0,0,0,0,19,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3670087420,127.4382045,2020-04-17
"개방화장실",송촌프라자,대전광역시 대덕구 동춘당로94번길 11-15(송촌동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.366025,127.4394238,2020-04-17
"개방화장실",은혜프라자,대전광역시 대덕구 동춘당로94번길 11-21(송촌동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3662123,127.4391985,2020-04-17
"개방화장실",광혜빌딩,대전광역시 대덕구 동춘당로94번길 11-7(평촌동),,N,18,18,0,0,0,0,18,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.365835,127.4396692,2020-04-17
"공중화장실",을미기공원(1) 공중화장실,대전광역시 대덕구 대덕대로 1448번길 120,,N,1,1,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4427265438,127.4113263985,2020-04-17
"공중화장실",을미기공원(2) 공중화장실,대전 대덕구 대덕대로1448번길 120 (신일동),대전광역시 대덕구 목상동1681-8,N,2,3,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4484836,127.4122082,2020-04-17
"공중화장실",여태말어린이공원 공중화장실,대전 대덕구 대덕대로1454번길 39 (목상동),대전광역시 대덕구 목상동174,N,1,1,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4464018471,127.4106958,2020-04-17
"공중화장실",목상어린이공원 공중화장실,,대전광역시 대덕구 목상동185-3,N,1,2,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4462367,127.4127538,2020-04-17
"공중화장실",문평근린공원 공중화장실,,대전광역시 대덕구 문평동42-4,N,3,4,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.443003,127.3979137,2020-04-17
"공중화장실",새일근린공원 공중화장실,대전 대덕구 문평동로18번길 21 (문평동),대전광역시 대덕구 문평동78-5,N,2,4,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4480428666,127.4030991,2020-04-17
"개방화장실",대덕산업단지관리공단 주유사업소,대전광역시 대덕구 문평동로 2 (문평동),대전광역시 대덕구 문평동81-3,N,0,0,0,0,0,0,0,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4454135,127.4043102,2020-04-17
"공중화장실",미호만남공원 공중화장실,,대전광역시 대덕구 미호동434-1,N,1,2,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4585373,127.4656442,2020-04-17
"공중화장실",금강로하스 대청공원(2) 공중화장실,,대전광역시 대덕구 미호동57-1,N,4,5,0,0,0,0,4,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4730828,127.4738755,2020-04-17
"공중화장실",금강로하스 대청공원(1) 공중화장실,대전 대덕구 대청로 609 (미호동),대전광역시 대덕구 미호동57-4,N,2,4,0,0,0,0,6,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4740698,127.4749479,2020-04-17
"공중화장실",송촌생활체육공원(3),,대전광역시 대덕구 법1동332-3,N,2,2,0,0,0,0,3,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3746458,127.4296193,2020-04-17
"공중화장실",소류지공원(1),대전 대덕구 선비마을로 174-1 (법동),대전광역시 대덕구 법2동140-1,N,1,2,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3718406,127.4376915,2020-04-17
"공중화장실",소류지공원(2) 공중화장실,,대전광역시 대덕구 법2동146-1,N,1,1,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3728088,127.4394677,2020-04-17
"공중화장실",범바위어린이공원 공중화장실,대전 대덕구 동춘당로 151 (법동),대전광역시 대덕구 법2동195-2,N,1,1,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3666299,127.4344896,2020-04-17
"공중화장실",소롱골어린이공원 공중화장실,,대전광역시 대덕구 법2동197-1,N,1,1,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3670119,127.4325668,2020-04-17
"공중화장실",효심어린이공원 공중화장실,,대전광역시 대덕구 법2동205-5,N,1,1,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.365391,127.4317194,2020-04-17
"공중화장실",송촌생활체육공원(2) 공중화장실,,대전광역시 대덕구 법동 66-9,N,2,0,0,0,0,0,4,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3717034,127.4328671,2020-04-17
"공중화장실",TG 만남의광장(2) 공중화장실,,대전광역시 대덕구 비래동108,N,1,4,0,0,0,0,3,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3584487,127.4470695,2020-04-17
"공중화장실",송촌생활체육공원(4),,대전광역시 대덕구 비래동411-1,N,2,2,0,0,0,0,4,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3663302,127.4476946,2020-04-17
"공중화장실",용화사 앞,,대전광역시 대덕구 비래동5-17,N,2,2,0,0,0,0,4,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3605906,127.4468081,2020-04-17
"개방화장실",한국SGI 대전문화회관,대전광역시 대덕구 비래동로40번길 46(비래동),,N,5,6,0,0,0,0,10,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3562223,127.4530708,2020-04-17
"개방화장실",비래볼링센타,대전광역시 대덕구 비래서로 43(비래동),,N,2,3,0,0,0,0,4,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3544145727,127.4496895842,2020-04-17
"개방화장실",동대전중앙교회,대전광역시 대덕구 비래서로9번길 90(비래동),,N,12,14,0,0,0,0,14,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3585241423,127.4486804,2020-04-17
"개방화장실",비전운수(주) 산업단지주유소,대전광역시 대덕구 산업단지로 107(신일동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4299583252,127.4093944626,2020-04-17
"개방화장실",신일주유소,대전광역시 대덕구 산업단지로 112(신일동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4310028128,127.409679,2020-04-17
"공중화장실",삼정골 공중화장실,,대전광역시 대덕구 삼정동165,N,2,1,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4384293,127.4646934,2020-04-17
"공중화장실",금강로하스 해피로드(2),,대전광역시 대덕구 삼정동376,N,1,1,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4496147,127.4563649,2020-04-17
"공중화장실",신탄진시장,,대전광역시 대덕구 석봉동415-5,N,2,3,0,0,0,0,4,0,0,대덕구 에너지경제과,042-608-6925,:~:,,36.4498312,127.4267368,2020-04-17
"공중화장실",산호빛공원(1) 공중화장실,,대전광역시 대덕구 석봉동552-3,N,3,4,0,0,0,0,6,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4481789,127.4256799,2020-04-17
"공중화장실",소리근린공원 공중화장실,대전 대덕구 동춘당로126번길 5 (송촌동),대전광역시 대덕구 송촌동443-1,N,1,1,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3677516052,127.4371437535,2020-04-17
"공중화장실",동춘당근린공원(1) 공중화장실,,대전광역시 대덕구 송촌동463,N,2,2,0,0,0,0,5,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3664227916,127.4416869647,2020-04-17
"공중화장실",TG 만남의광장(1) 공중화장실,,대전광역시 대덕구 송촌동558,N,1,2,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3588522,127.4464293,2020-04-17
"공중화장실",송촌생활체육공원(1),,대전광역시 대덕구 송촌동61-2,N,2,3,0,0,0,0,9,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3692989,127.4428238,2020-04-17
"개방화장실",송촌도서관,대전광역시 대덕구 송촌로 59(송촌동),,N,2,3,0,0,0,0,6,0,0,대덕구 복합문화센터 송촌도서관,042-608-5883,09:00~21:00,,36.360082,127.4401573,2020-04-17
"개방화장실",송촌장로교회,대전광역시 대덕구 송촌북로35번길 5(중리동),,N,2,3,0,0,0,0,4,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3653152427,127.4360505,2020-04-17
"공중화장실",수정교회,대전광역시 대덕구 송촌북로36번길 14(송촌동),,N,1,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3655138,127.4370952,2020-04-17
"개방화장실",은성빌딩,대전광역시 대덕구 송촌북로36번길 24(송촌동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3657605,127.4376227,2020-04-17
"개방화장실",대덕메디칼빌딩,대전광역시 대덕구 송촌북로36번길 36(송촌동),,N,27,27,0,0,0,0,27,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3661213,127.4380547,2020-04-17
"개방화장실",한솔제지 정문화장실,대전광역시 대덕구 신일서로68번길 50(신일동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4367664377,127.3990626871,2020-04-17
"공중화장실",용정이어린이공원 공중화장실,,대전광역시 대덕구 신탄진동132-1,N,1,3,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4500648,127.4330078,2020-04-17
"공중화장실",신탄어린이공원 공중화장실,,대전광역시 대덕구 신탄진동21,N,1,1,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4500681,127.4357899,2020-04-17
"개방화장실",CJ대한통운(주)대전주유소,대전광역시 대덕구 신탄진로 1(읍내동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3835139789,127.4243928570,2020-04-17
"개방화장실",소태산주유소,대전광역시 대덕구 신탄진로 163(신대동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3953607,127.4217204,2020-04-17
"개방화장실",회덕롯데리아주유소,대전광역시 대덕구 신탄진로 222(와동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4003274,127.4233971,2020-04-17
"개방화장실",창영주유소,대전광역시 대덕구 신탄진로 383(와동),,N,2,1,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4139182715,127.4236549,2020-04-17
"개방화장실",(주)우리상사와동주유소,대전광역시 대덕구 신탄진로 386(와동),,N,2,3,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4143615,127.424346,2020-04-17
"개방화장실",SK네트웍스(주)동남주유소,대전광역시 대덕구 신탄진로 470(상서동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4214146397,127.4199648657,2020-04-17
"개방화장실",상서충전소,대전광역시 대덕구 신탄진로 484(상서동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4222418,127.4198506,2020-04-17
"개방화장실",(주)중앙그린에너지 2호점(충전소),대전광역시 대덕구 신탄진로 485(상서동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4223479286,127.4190287799,2020-04-17
"개방화장실",장수촌식당,대전광역시 대덕구 신탄진로 512(상서동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4246465,127.4202543,2020-04-17
"개방화장실",상서주유소,대전광역시 대덕구 신탄진로 519(상서동),,N,2,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4254062768,127.4195874,2020-04-17
"개방화장실",신탄진충전소,대전광역시 대덕구 신탄진로 520(상서동),,N,2,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4254067431,127.4204536,2020-04-17
"개방화장실",순우리주유소,대전광역시 대덕구 신탄진로 533(상서동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4267971120,127.4197147,2020-04-17
"개방화장실",금강주유소,대전광역시 대덕구 신탄진로 536(상서동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4267207962,127.4209407,2020-04-17
"개방화장실",용은주유소,대전광역시 대덕구 신탄진로 559(상서동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4289483,127.4208692,2020-04-17
"개방화장실",(주)SH에너지 영풍주유소,대전광역시 대덕구 신탄진로 584(상서동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4305844,127.4226202,2020-04-17
"개방화장실",동대전주유소,대전광역시 대덕구 신탄진로 60(연축동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3868807,127.4238940492,2020-04-17
"개방화장실",신탄진한일병원,대전광역시 대덕구 신탄진로 623(상서동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4340561,127.4241281,2020-04-17
"개방화장실",구도일주유소 스마일,대전광역시 대덕구 신탄진로 633(상서동),,N,1,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4349462,127.4246379,2020-04-17
"개방화장실",일등주유소,대전광역시 대덕구 신탄진로 636(평촌동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4350166,127.4254103,2020-04-17
"개방화장실",대덕밸리LPG충전소,대전광역시 대덕구 신탄진로 650(평촌동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4360348,127.4259281,2020-04-17
"개방화장실",신탄진IC주유소,대전광역시 대덕구 신탄진로 665(평촌동),,N,1,1,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4375211544,127.4258020035,2020-04-17
"개방화장실",우성LPG충전소,대전광역시 대덕구 신탄진로 71(연축동),,Y,0,0,0,0,0,0,0,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3874460932,127.422561,2020-04-17
"개방화장실",성신주유소,대전광역시 대덕구 신탄진로 764(신탄진동),,N,1,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4456178,127.429919,2020-04-17
"개방화장실",대전북부새마을금고주유소,대전광역시 대덕구 신탄진로 792(신탄진동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4481439,127.4297154,2020-04-17
"개방화장실",신탄진역,대전광역시 대덕구 신탄진로 805(신탄진동),,N,3,4,0,0,0,0,4,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4494523843,127.4288566035,2020-04-17
"개방화장실",쌍용주유소,대전광역시 대덕구 신탄진로 83(연축동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3882170715,127.4216252,2020-04-17
"개방화장실",드림빌딩,대전광역시 대덕구 신탄진로 836(신탄진동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4520209,127.4291381,2020-04-17
"개방화장실",강변주유소,대전광역시 대덕구 신탄진로 866(신탄진동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4546234,127.4289522474,2020-04-17
"개방화장실",SK네트웍스(주)호성주유소,대전광역시 대덕구 신탄진로681번길 22(덕암동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4393477,127.425346,2020-04-17
"개방화장실",대도주유소,대전광역시 대덕구 신탄진로756번길 2(신탄진동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.4446018,127.4298528,2020-04-17
"개방화장실",CNS유통(주)송월주유소,대전광역시 대덕구 아리랑로 107(읍내동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3753038017,127.4168394,2020-04-17
"개방화장실",당산주유소,대전광역시 대덕구 아리랑로 135(읍내동),,Y,0,0,0,0,0,0,0,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3741478439,127.4196259484,2020-04-17
"개방화장실",장터주유소,대전광역시 대덕구 아리랑로 152(읍내동),,N,2,1,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3728968,127.4208357915,2020-04-17
"개방화장실",법동 영진로얄상가,"대전광역시 대덕구 아리랑로 211(법동, 영진법동로얄맨션)",,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3740935106,127.4258126484,2020-04-17
"개방화장실",평강정형외과,대전광역시 대덕구 아리랑로 217(법1동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3745107,127.4275541,2020-04-17
"개방화장실",원촌주유소,대전광역시 대덕구 아리랑로 55(읍내동),,N,2,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3775024,127.4117540592,2020-04-17
"개방화장실",대화공단LPG충전소,대전광역시 대덕구 아리랑로 63(읍내동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3768814,127.4125082162,2020-04-17
"개방화장실",(주)우리상사은빛주유소,대전광역시 대덕구 아리랑로 70(읍내동),,N,1,2,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3764512601,127.4123723962,2020-04-17
"개방화장실",차세대주유소,대전광역시 대덕구 아리랑로 73(읍내동),,N,1,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3766241,127.4132485,2020-04-17
"개방화장실",법동성당,대전광역시 대덕구 아리랑로197번길 20(법동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3748259134,127.4256294241,2020-04-17
"개방화장실",(주)갑천에너지 갑천주유소,대전광역시 대덕구 아리랑로55번길 189(신대동),,Y,0,0,0,0,0,0,0,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3930000495,127.4134941765,2020-04-17
"공중화장실",연축골 임도 공중화장실,,대전광역시 대덕구 연축동산 1-2,N,2,2,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3955183,127.4237645,2020-04-17
"공중화장실",오정동 게이트공원 공중화장실,,대전광역시 대덕구 오정동111-4,N,1,1,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.355285,127.4164883,2020-04-17
"공중화장실",효성공원(3) 공중화장실,,대전광역시 대덕구 오정동374-2,Y,0,0,0,0,0,0,0,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3528102,127.4142796,2020-04-17
"공중화장실",효성공원(1) 공중화장실,,대전광역시 대덕구 오정동375-5,N,1,1,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3532678,127.4147976,2020-04-17
"개방화장실",청남주유소,대전광역시 대덕구 오정로 123(오정동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3559735093,127.4059183612,2020-04-17
"개방화장실",개나리주유소,대전광역시 대덕구 오정로 53(오정동),,Y,0,0,0,0,0,0,0,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3514593,127.411179,2020-04-17
"개방화장실",한라석유(주)한라주유소,대전광역시 대덕구 오정로 65(오정동),,N,2,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3523281355,127.4104403522,2020-04-17
"공중화장실",장동 산림욕장 입구 공중화장실,,대전광역시 대덕구 장동453-1,Y,0,0,0,0,0,0,0,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.4065932,127.4384235,2020-04-17
"공중화장실",임도삼거리 공중화장실,,대전광역시 대덕구 장동산 108-1,N,1,0,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3512978,127.4105931,2020-04-17
"개방화장실",궁전다방,대전광역시 대덕구 중리남로 28(중리동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3611653,127.428736,2020-04-17
"공중화장실",쌍청근린공원 공중화장실,,대전광역시 대덕구 중리동101-1,N,1,2,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3642798412,127.4343031005,2020-04-17
"공중화장실",초록어린이공원 공중화장실,,대전광역시 대덕구 중리동105-6,N,1,1,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3632391,127.4323279,2020-04-17
"공중화장실",만남어린이공원 공중화장실,,대전광역시 대덕구 중리동174-1,N,1,2,0,0,0,0,2,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3614444,127.429992,2020-04-17
"공중화장실",철도변공원 공중화장실,,대전광역시 대덕구 중리동355-7,N,1,1,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3604596,127.4191941,2020-04-17
"공중화장실",청솔어린이공원 공중화장실,,대전광역시 대덕구 중리동490-1,N,1,2,0,0,0,0,1,0,0,대덕구 공원녹지과,042-608-5135,:~:,,36.3647293,127.4351029,2020-04-17
"개방화장실",동아빌딩,대전광역시 대덕구 중리북로 4(법동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3674188356,127.4295068724,2020-04-17
"개방화장실",SK네트웍스(주)럭키주유소,대전광역시 대덕구 한밭대로 1007(오정동),,N,2,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3585568,127.4102949638,2020-04-17
"개방화장실",농수산주유소,대전광역시 대덕구 한밭대로 1014(오정동),,N,2,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3578259783,127.4112892235,2020-04-17
"개방화장실",(주)연정,대전광역시 대덕구 한밭대로 1020(오정동),,Y,0,0,0,0,0,0,0,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3580186325,127.4118695915,2020-04-17
"개방화장실",한솔주유소,대전광역시 대덕구 한밭대로 1036(오정동),,N,1,1,0,0,0,0,1,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3579869,127.413716,2020-04-17
"개방화장실",일등주유소,대전광역시 대덕구 한밭대로 1145(중리동),,Y,0,0,0,0,0,0,0,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3593220247,127.4256413,2020-04-17
"개방화장실",한남요양병원,대전광역시 대덕구 한밭대로 1150(중리동),,N,2,3,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3585445,127.4262882,2020-04-17
"개방화장실",으뜸주유소,대전광역시 대덕구 한밭대로 1152(중리동),,Y,0,0,0,0,0,0,0,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3586119908,127.4266773,2020-04-17
"개방화장실",(주)진영와이엔제이,대전광역시 대덕구 한밭대로 1178(중리동),,Y,0,0,0,0,0,0,0,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.358608,127.4293842,2020-04-17
"개방화장실",참기름주유소,대전광역시 대덕구 한밭대로 1186(중리동),,N,1,2,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.358683,127.4304304789,2020-04-17
"개방화장실",동대전농협대덕지점,대전광역시 대덕구 한밭대로 999(오정동),,N,2,3,0,0,0,0,2,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.358346,127.4094146,2020-04-17
"개방화장실",오정동상가,대전광역시 대덕구 한밭대로989번길 32(오정동),,N,3,2,0,0,0,0,4,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.3592577204,127.4079417,2020-04-17
"개방화장실",대전중앙침례교회,대전광역시 대덕구 홍도로 97(오정동),,N,2,0,0,0,0,0,3,0,0,대덕구 기후환경과,042-608-6854,:~:,,36.354723,127.4272047104,2020-04-17
